doc_id,status,ordercode,companyname,companytaxcode,companyaddress,companyemail,amount,co_info,invoice_code,invoice_receip_no,invoice_address_label,another_email,created_at,last_modified_at
1161210,Đã nộp phí,000117429,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"60,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-NL 24/02/149170', '1', 'C/O mới', '60,000']]",1137579,0302911601-000117429,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,25/12/2024 15:35:59 PM,26/12/2024 11:57:26 AM
1161036,Đã nộp phí,00011737B,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"120,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-RO 24/02/149121', '1', 'C/O mới', '60,000'], ['VN-IT 24/02/149118', '1', 'C/O mới', '60,000']]",1137404,0302911601-00011737B,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,25/12/2024 14:56:43 PM,26/12/2024 11:56:28 AM
1160835,Đã nộp phí,0001172B2,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"240,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-DE 24/02/149112', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/149104', '1', 'C/O mới', '60,000'], ['VN-ES 24/02/149075', '1', 'C/O mới', '60,000'], ['VN-ES 24/02/149074', '1', 'C/O mới', '60,000']]",1137204,0302911601-0001172B2,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,25/12/2024 14:15:47 PM,26/12/2024 11:55:22 AM
1160511,Đã nộp phí,00011716E,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"540,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-IT 24/02/149019', '1', 'C/O mới', '60,000'], ['VN-RO 24/02/149007', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/149004', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/148947', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/148945', '1', 'C/O mới', '60,000'], ['VN-SE 24/02/148920', '1', 'C/O mới', '60,000'], ['VN-SE 24/02/148910', '1', 'C/O mới', '60,000'], ['VN-IT 24/02/148869', '1', 'C/O mới', '60,000'], ['VN-IT 24/02/148849', '1', 'C/O mới', '60,000']]",1136877,0302911601-00011716E,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,25/12/2024 13:19:04 PM,26/12/2024 11:53:45 AM
1158142,Đã nộp phí,000116842,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"240,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-DE 24/02/148521', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/148520', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/148519', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/148509', '1', 'C/O mới', '60,000']]",1134508,0302911601-000116842,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,24/12/2024 15:13:48 PM,25/12/2024 12:03:04 PM
1157859,Đã nộp phí,000116727,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"600,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-ES 24/02/148500', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/148499', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/148486', '1', 'C/O mới', '60,000'], ['VN-IT 24/02/148485', '1', 'C/O mới', '60,000'], ['VN-UK 24/02/024916', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/148430', '1', 'C/O mới', '60,000'], ['VN-UK 24/02/024914', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/148395', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/148394', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/148393', '1', 'C/O mới', '60,000']]",1134216,0302911601-000116727,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,24/12/2024 14:26:31 PM,25/12/2024 12:01:31 PM
1157232,Đã nộp phí,0001164B4,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"300,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-UK 24/02/024901', '1', 'C/O mới', '60,000'], ['VN-UK 24/02/024900', '1', 'C/O mới', '60,000'], ['VN-UK 24/02/024899', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/148347', '1', 'C/O mới', '60,000'], ['VN-PL 24/02/148345', '1', 'C/O mới', '60,000']]",1133582,0302911601-0001164B4,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,24/12/2024 11:52:41 AM,25/12/2024 11:57:56 AM
1157139,Đã nộp phí,000116457,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"660,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-PL 24/02/148335', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/148334', '1', 'C/O mới', '60,000'], ['VN-IT 24/02/148333', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/148322', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/148321', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/148318', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/148317', '1', 'C/O mới', '60,000'], ['VN-AT 24/02/148312', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/148311', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/148219', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/148179', '1', 'C/O mới', '60,000']]",1133573,0302911601-000116457,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,24/12/2024 11:31:52 AM,25/12/2024 11:57:19 AM
1154887,Đã nộp phí,000115BB9,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"120,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-AU 24/02/032236', '1', 'C/O mới', '60,000'], ['VN-MY 24/02/106454', '1', 'C/O mới', '60,000']]",1131304,0302911601-000115BB9,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,23/12/2024 15:47:10 PM,24/12/2024 12:04:04 PM
1154468,Đã nộp phí,000115A33,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"300,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-PL 24/02/147819', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/147818', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/147816', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/147815', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/147805', '1', 'C/O mới', '60,000']]",1130919,0302911601-000115A33,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,23/12/2024 14:50:17 PM,24/12/2024 12:02:07 PM
1154182,Đã nộp phí,000115934,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"360,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-PL 24/02/147778', '1', 'C/O mới', '60,000'], ['VN-PL 24/02/147766', '1', 'C/O mới', '60,000'], ['VN-ES 24/02/147749', '1', 'C/O mới', '60,000'], ['VN-ES 24/02/147748', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/147732', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/147714', '1', 'C/O mới', '60,000']]",1130664,0302911601-000115934,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,23/12/2024 14:07:50 PM,24/12/2024 12:00:55 PM
1153883,Đã nộp phí,000115809,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"900,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-SE 24/02/147653', '1', 'C/O mới', '60,000'], ['VN-FR 24/02/147647', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/147639', '1', 'C/O mới', '60,000'], ['VN-IT 24/02/147630', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/147629', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/147608', '1', 'C/O mới', '60,000'], ['VN-RO 24/02/147598', '1', 'C/O mới', '60,000'], ['VN-SE 24/02/147569', '1', 'C/O mới', '60,000'], ['VN-FR 24/02/147552', '1', 'C/O mới', '60,000'], ['VN-ES 24/02/147534', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/147505', '1', 'C/O mới', '60,000'], ['VN-RO 24/02/147459', '1', 'C/O mới', '60,000'], ['VN-IT 24/02/147457', '1', 'C/O mới', '60,000'], ['VN-IT 24/02/147456', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/147454', '1', 'C/O mới', '60,000']]",1130353,0302911601-000115809,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,23/12/2024 13:22:35 PM,24/12/2024 11:58:46 AM
1150831,Đã nộp phí,000114C1D,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"60,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-CN 24/02/095028', '1', 'C/O mới', '60,000']]",1127346,0302911601-000114C1D,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,20/12/2024 16:50:50 PM,21/12/2024 11:56:00 AM
1150678,Đã nộp phí,000114B86,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"60,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-CA 24/02/022869', '1', 'C/O mới', '60,000']]",1127195,0302911601-000114B86,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,20/12/2024 16:09:49 PM,21/12/2024 11:55:27 AM
1150570,Đã nộp phí,000114B19,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"60,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-CA 24/02/022864', '1', 'C/O mới', '60,000']]",1127083,0302911601-000114B19,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,20/12/2024 15:42:40 PM,21/12/2024 11:54:55 AM
1149902,Đã nộp phí,00011487C,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"240,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-FR 24/02/146887', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/146884', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/146882', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/146847', '1', 'C/O mới', '60,000']]",1126397,0302911601-00011487C,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,20/12/2024 13:30:44 PM,21/12/2024 11:52:16 AM
1149648,Đã nộp phí,00011477E,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"240,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-DE 24/02/146815', '1', 'C/O mới', '60,000'], ['VN-RO 24/02/146813', '1', 'C/O mới', '60,000'], ['VN-FR 24/02/146794', '1', 'C/O mới', '60,000'], ['VN-NL 24/02/146793', '1', 'C/O mới', '60,000']]",1126139,0302911601-00011477E,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,20/12/2024 11:49:55 AM,21/12/2024 11:51:13 AM
1147976,Đã nộp phí,0001140F8,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"60,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-MY 24/02/105571', '1', 'C/O mới', '60,000']]",1124469,0302911601-0001140F8,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,19/12/2024 16:45:48 PM,20/12/2024 12:00:56 PM
1147946,Đã nộp phí,0001140DA,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"60,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-MY 24/02/105563', '1', 'C/O mới', '60,000']]",1124434,0302911601-0001140DA,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,19/12/2024 16:37:15 PM,20/12/2024 12:00:47 PM
1147258,Đã nộp phí,000113E3B,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"660,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-FR 24/02/146372', '1', 'C/O mới', '60,000'], ['VN-IT 24/02/146363', '1', 'C/O mới', '60,000'], ['VN-FR 24/02/146362', '1', 'C/O mới', '60,000'], ['VN-FR 24/02/146361', '1', 'C/O mới', '60,000'], ['VN-FR 24/02/146354', '1', 'C/O mới', '60,000'], ['VN-FR 24/02/146353', '1', 'C/O mới', '60,000'], ['VN-RO 24/02/146352', '1', 'C/O mới', '60,000'], ['VN-FR 24/02/146336', '1', 'C/O mới', '60,000'], ['VN-IT 24/02/146311', '1', 'C/O mới', '60,000'], ['VN-RO 24/02/146296', '1', 'C/O mới', '60,000'], ['VN-IT 24/02/145739', '1', 'C/O mới', '60,000']]",1123779,0302911601-000113E3B,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,19/12/2024 14:30:10 PM,20/12/2024 11:57:17 AM
1144524,Đã nộp phí,0001133A4,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"60,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-FR 24/02/145818', '1', 'C/O mới', '60,000']]",1121069,0302911601-0001133A4,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,18/12/2024 15:31:25 PM,19/12/2024 11:58:24 AM
1144242,Đã nộp phí,00011328B,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"360,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-ES 24/02/145813', '1', 'C/O mới', '60,000'], ['VN-FR 24/02/145812', '1', 'C/O mới', '60,000'], ['VN-ES 24/02/145805', '1', 'C/O mới', '60,000'], ['VN-IT 24/02/145804', '1', 'C/O mới', '60,000'], ['VN-DE 24/02/145803', '1', 'C/O mới', '60,000'], ['VN-PL 24/02/145798', '1', 'C/O mới', '60,000']]",1120777,0302911601-00011328B,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,18/12/2024 14:47:13 PM,19/12/2024 11:57:08 AM
1144057,Đã nộp phí,0001131DA,Công Ty TNHH Sedo Vina,0302911601,"364/1A Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM",xnksedovina@yahoo.com,"180,000 (VNĐ)","[['Số C/O', 'Loại phí', 'Loại phí', 'Số tiền (VNĐ)'], ['VN-ES 24/02/145793', '1', 'C/O mới', '60,000'], ['VN-PL 24/02/145773', '1', 'C/O mới', '60,000'], ['VN-PL 24/02/145772', '1', 'C/O mới', '60,000']]",1120598,0302911601-0001131DA,https://0106196017.vnpt-invoice.com.vn,invoice@eximuni.com,18/12/2024 14:17:45 PM,19/12/2024 11:56:14 AM
